ID,CCAvg,Mortgage,PersonalLoan,SecuritiesAccount,CDAccount,Online,CreditCard,Age,Family,ZIPCode,FirstName,LastName,Education,Experience,Income
773,4.1,0,1,0,1,1,1,54.0,1.0,92093.0,James,Vinson,3,28,165
774,3.9,0,0,0,0,1,1,41.0,2.0,92612.0,Velma,Thomas,1,16,120
775,0.2,0,0,0,0,0,1,55.0,1.0,92154.0,Harold,Scott,1,29,39
776,0.7,0,0,0,0,0,1,65.0,3.0,92835.0,William,Ellis,2,39,23
777,4.6,91,1,0,0,1,0,50.0,2.0,92121.0,Maple,Siu,3,26,135
778,0.2,76,0,0,0,1,1,55.0,2.0,95060.0,Henry,Dudley,1,31,12
779,0.7,0,0,0,0,1,0,62.0,2.0,94801.0,Ashley,Jung,2,36,92
780,6.4,0,1,0,0,0,0,53.0,2.0,94304.0,James,Reichert,3,28,192
781,0.8,0,0,0,0,1,1,32.0,4.0,92634.0,Williemae,Livingston,1,7,42
782,3.7,0,1,0,0,1,0,56.0,3.0,94588.0,Debbie,Richards,3,32,158
783,6.0,587,1,1,1,1,1,54.0,3.0,92056.0,Wayne,Adkins,3,30,194
784,7.6,0,0,1,0,0,0,44.0,2.0,94606.0,Joseph,Owens,1,20,160
785,6.3,0,0,0,0,0,0,48.0,2.0,94115.0,Yvonne,Hufford,1,22,98
786,7.6,0,0,0,1,1,1,46.0,2.0,94122.0,Joshua,Campbell,1,22,164
787,2.5,0,0,1,0,1,0,45.0,2.0,94305.0,John,Retchless,1,21,42
788,10.0,0,1,0,0,0,0,45.0,3.0,91380.0,Carol,Carman,3,15,202
789,0.7,0,0,0,0,0,0,58.0,4.0,92521.0,Richard,Cash,1,34,10
790,0.3,0,0,0,0,1,0,29.0,4.0,92126.0,Rex,Briones,2,3,31
791,0.9,0,0,0,0,1,1,55.0,4.0,92028.0,Keisha,Evans,1,30,58
792,2.8,0,0,0,0,1,0,55.0,4.0,94501.0,Sherry,Cureton,2,29,65
793,4.0,0,0,0,0,0,1,41.0,1.0,93117.0,Marie,Camacho,3,16,98
794,2.0,0,0,0,0,1,0,24.0,2.0,94720.0,Carlos,Mars,1,-2,150
795,2.3,0,0,0,0,1,0,54.0,2.0,91301.0,Melissa,Lopez,3,29,44
796,0.2,0,0,0,0,0,1,57.0,2.0,92806.0,Angella,Watson,3,32,15
797,2.5,0,0,0,0,0,0,30.0,2.0,93657.0,Kenneth,Eaton,1,6,82
798,0.5,0,0,0,0,1,0,42.0,3.0,94998.0,Anthony,Pressley,3,17,61
799,2.0,0,0,0,0,0,0,29.0,1.0,93063.0,Brenda,Howard,2,2,38
800,2.1,0,0,0,0,1,0,29.0,4.0,95051.0,John,Mull,3,3,39
801,6.0,0,0,0,0,1,0,31.0,1.0,91040.0,Frances,Reynolds,1,7,173
802,0.2,0,0,0,0,1,0,47.0,4.0,92612.0,Michael,Foster,1,23,8
803,2.0,214,0,0,0,1,0,36.0,3.0,92521.0,Jay,Jacoby,1,12,51
804,1.8,82,0,0,0,0,0,52.0,4.0,92661.0,Patricia,Simmons,3,27,62
805,0.7,0,0,0,0,1,0,54.0,4.0,94061.0,Andrew,Boser,2,28,34
806,5.9,307,1,0,0,0,0,55.0,3.0,95758.0,Ryan,Denton,2,29,132
807,1.5,0,0,0,0,0,0,53.0,4.0,94542.0,James,Raxter,3,27,44
808,8.1,0,0,0,0,1,0,52.0,1.0,92096.0,Janice,Shipman,1,27,162
809,2.2,0,0,0,0,1,0,64.0,3.0,92068.0,Russell,Westin,1,39,64
810,0.1,0,0,0,0,0,1,54.0,1.0,94304.0,Ida,Rodriguez,3,29,111
811,2.0,0,0,0,0,0,0,32.0,2.0,92182.0,Samuel,Blanks,3,6,41
812,1.67,0,0,0,0,0,0,63.0,4.0,94720.0,Joseph,Moon,3,33,52
813,2.2,0,0,0,0,0,0,36.0,4.0,90089.0,Steven,Lashua,2,10,65
814,1.1,0,1,0,0,1,0,50.0,1.0,94720.0,Marisol,Favila,2,25,130
815,0.1,0,0,0,0,0,1,33.0,2.0,93943.0,Deanne,Salter,1,8,45
816,1.9,118,0,0,0,0,0,62.0,1.0,94596.0,Lamar,Riddley,2,38,35
817,0.7,263,0,0,0,1,1,49.0,3.0,94035.0,Ellsworth,Spencer,2,23,65
818,0.7,91,0,0,0,1,0,41.0,2.0,90291.0,Monica,Allen,1,15,38
819,1.1,0,0,0,0,1,1,51.0,4.0,95039.0,Gladys,Scharmer,2,27,42
820,1.5,0,0,0,0,0,0,56.0,4.0,90024.0,Edna,Cowan,3,30,45
821,0.3,0,0,0,0,1,0,51.0,1.0,90740.0,George,Campbell,1,25,145
822,1.5,0,0,0,0,0,0,39.0,4.0,92093.0,Peter,Chapman,3,13,33
823,1.4,0,0,0,0,0,0,61.0,3.0,96091.0,James,Stier,3,35,60
824,2.0,0,0,0,0,1,1,35.0,1.0,90509.0,Michael,Landingham,1,9,45
825,2.4,0,0,1,0,1,0,39.0,4.0,94801.0,Michael,Ortega,1,15,72
826,0.2,0,0,0,0,0,0,37.0,3.0,95616.0,Gwendolyn,Cornelia,2,11,34
827,0.67,0,0,0,0,1,0,48.0,3.0,93555.0,Paula,Chandler,2,21,23
828,1.0,88,0,0,0,1,1,63.0,2.0,94542.0,Sammy,Hemmer,3,37,45
829,1.0,75,0,0,0,1,0,35.0,4.0,94542.0,Karmen,Mendez,1,9,28
830,3.8,0,0,0,0,1,0,55.0,4.0,90254.0,Betty,Roberts,2,30,81
831,0.7,81,0,0,0,0,0,29.0,3.0,92407.0,Janie,Thompson,2,5,72
832,1.67,0,0,0,0,1,0,61.0,4.0,94066.0,Helen,Jones,3,31,49
833,1.2,0,0,0,0,0,0,36.0,4.0,90630.0,Lois,Starnes,2,10,31
834,2.2,0,0,0,0,0,0,61.0,3.0,94939.0,Barbara,Anna,3,35,63
835,5.4,0,1,1,1,1,0,36.0,4.0,95138.0,Larry,Goodson,1,12,150
836,3.9,193,0,0,0,1,1,58.0,2.0,92691.0,Shana,Allen,1,33,142
837,3.0,0,0,0,0,0,1,42.0,3.0,92123.0,Wanda,Greenleaf,1,17,74
838,0.4,81,0,0,0,1,0,30.0,1.0,92096.0,Stephany,Peterson,2,4,24
839,1.9,0,0,0,0,0,0,45.0,4.0,92507.0,Megan,Prillaman,3,20,29
840,2.4,0,0,0,0,0,0,39.0,4.0,92646.0,Penney,Chee,1,15,79
841,0.2,310,0,0,0,0,1,27.0,2.0,92373.0,Henry,Hanley,1,3,94
842,4.3,0,0,1,0,0,0,57.0,1.0,94542.0,Barbara,Boatman,1,33,121
843,2.0,0,0,0,0,0,0,34.0,3.0,92101.0,Theo,King,1,10,54
844,2.4,0,0,0,0,1,0,64.0,3.0,94720.0,Casey,Coleman,1,39,73
845,0.8,127,0,0,0,1,0,47.0,1.0,95762.0,Clayton,Murphy,3,23,71
846,1.0,0,0,0,0,1,1,44.0,3.0,94706.0,James,Casavant,2,17,29
847,2.7,0,0,0,0,1,0,51.0,1.0,92154.0,Katie,Holland,1,27,93
848,1.5,252,0,0,0,1,0,40.0,1.0,94539.0,Bobby,Patterson,3,14,73
849,0.9,0,0,0,0,1,0,57.0,4.0,94720.0,Jenny,Hampton,2,32,19
850,0.1,0,0,1,1,1,1,33.0,2.0,94305.0,Gerald,Young,1,8,58
851,0.2,0,0,0,0,0,0,46.0,1.0,95054.0,Cory,Walker,1,20,39
852,1.4,0,0,1,0,1,0,41.0,2.0,94521.0,Bill,Epperson,2,16,23
853,0.6,127,0,0,0,0,1,33.0,1.0,92064.0,Phillip,Sprague,3,7,29
854,0.8,0,0,0,0,0,0,27.0,1.0,95138.0,Shane,Davis,1,2,155
855,2.6,0,0,1,0,1,0,52.0,1.0,95814.0,Eunice,Mendoza,2,28,90
856,2.0,77,0,0,0,1,0,59.0,2.0,92152.0,Frank,Harrison,1,33,113
857,1.8,0,0,0,0,0,0,62.0,1.0,94025.0,Salvatore,Glosson,3,38,42
858,0.2,0,0,0,1,1,1,49.0,4.0,95616.0,Darryl,Martin,1,25,30
859,0.5,0,0,0,0,1,0,45.0,3.0,94720.0,Jack,King,2,19,19
860,5.0,170,1,0,0,0,0,63.0,3.0,92182.0,Terri,Hart,2,37,124
861,0.7,145,0,0,0,0,0,57.0,2.0,95841.0,Lisa,Smith,2,31,30
862,1.5,124,0,1,0,1,0,60.0,1.0,92354.0,Margaret,Snavely,3,30,28
863,1.0,101,0,0,0,0,0,50.0,2.0,94025.0,James,Anderson,2,23,15
864,1.6,265,0,0,0,0,0,54.0,1.0,90095.0,Joel,Raney,3,30,70
865,0.1,0,0,0,0,1,0,28.0,1.0,94080.0,Jade,Jackson,2,2,10
866,0.3,139,0,0,0,1,1,60.0,3.0,92037.0,Mary,Wilkes,3,34,22
867,1.9,0,0,0,0,1,0,44.0,4.0,94611.0,Kevin,Mayo,1,20,70
868,1.6,0,0,0,0,0,0,61.0,1.0,94708.0,James,Brieno,1,35,61
869,3.3,0,0,1,0,0,1,40.0,2.0,94596.0,Laurie,Remmick,1,15,161
870,0.8,0,0,0,0,0,1,54.0,2.0,93014.0,Dorothy,Blacklock,1,30,29
871,0.5,0,0,0,0,1,0,43.0,3.0,92106.0,Lupe,Baker,1,19,35
872,2.8,0,0,0,0,1,0,54.0,4.0,96091.0,Deandre,Crowell,2,28,48
873,0.8,0,0,0,0,1,0,32.0,4.0,90095.0,Valerie,Ericson,1,7,44
874,0.8,134,0,0,0,0,0,24.0,3.0,90740.0,Felisha,Hammond,1,0,88
875,2.1,0,0,0,0,1,1,30.0,4.0,92056.0,Lori,Salles,3,4,40
876,0.4,123,0,0,0,0,0,61.0,4.0,95616.0,Peggie,Jacobs,2,36,21
877,2.8,0,0,0,0,1,0,40.0,2.0,94025.0,Katy,Miller,1,14,58
878,0.1,0,0,0,0,0,0,35.0,4.0,95123.0,Stephen,Scovil,2,11,59
879,4.0,0,0,0,0,0,0,33.0,4.0,95616.0,Alena,Tyrone,3,3,74
880,1.9,0,0,0,0,1,0,63.0,4.0,91768.0,James,Roberts,2,37,84
881,0.2,177,0,0,0,1,0,57.0,1.0,91604.0,Earl,Macy,1,31,58
882,8.8,0,0,0,0,1,0,44.0,2.0,92116.0,Doris,Pope,1,19,154
883,1.7,0,0,0,0,0,0,51.0,1.0,94117.0,Otis,Locklear,1,25,185
884,1.2,305,0,0,0,1,0,51.0,1.0,92703.0,Bonnie,Jordan,1,26,78
885,1.1,0,0,0,0,1,0,38.0,2.0,91709.0,James,White,2,13,55
886,0.3,0,0,0,0,1,0,31.0,4.0,94304.0,Jorge,Gould,2,5,30
887,2.0,0,0,0,0,0,0,54.0,3.0,93907.0,Debbie,Miller,2,29,74
888,3.3,0,0,0,0,1,0,41.0,2.0,94720.0,Steve,Lawrence,1,16,118
889,3.3,372,1,0,0,0,0,57.0,2.0,94114.0,Kathleen,Flores,3,33,182
890,1.6,0,0,0,0,1,1,24.0,2.0,91103.0,Ryan,Armstrong,3,-2,82
891,1.5,79,0,0,0,1,0,55.0,4.0,92780.0,Sue,Cano,3,29,29
892,5.4,301,1,0,1,1,1,32.0,4.0,94102.0,Erwin,Marshall,1,6,120
893,2.4,0,0,0,0,1,0,38.0,2.0,95616.0,Joanna,Oniel,2,12,53
894,1.4,0,0,0,0,0,1,58.0,3.0,93943.0,Amy,Clapp,1,32,43
895,2.2,232,0,0,0,1,1,29.0,4.0,95064.0,Beverly,Martin,1,4,59
896,2.6,289,0,1,1,1,1,43.0,4.0,94608.0,Lidia,Villarreal,3,17,84
897,3.4,212,1,0,0,1,0,50.0,3.0,95133.0,Ray,Pedregon,1,24,161
898,0.4,137,0,0,0,1,1,62.0,4.0,92691.0,Dorothy,Goulette,2,37,21
899,0.7,0,0,0,0,1,0,57.0,4.0,94111.0,John,Thomas,1,32,63
900,3.4,0,1,0,0,0,1,30.0,3.0,91302.0,Andrew,Sexton,2,3,172
901,0.2,172,0,0,0,0,1,30.0,4.0,94709.0,Christopher,Rusten,1,4,51
902,0.7,0,0,0,0,1,0,57.0,4.0,95616.0,David,Aiton,1,33,24
903,1.6,0,0,0,0,0,0,57.0,2.0,95054.0,Harvey,Henry,1,33,95
904,2.4,250,0,0,0,1,0,43.0,1.0,90048.0,Alexander,Lewis,1,18,59
905,1.8,0,0,1,0,0,0,28.0,4.0,90503.0,David,Jackson,2,2,51
906,1.0,84,0,0,0,1,1,46.0,1.0,94720.0,Devin,Summers,1,22,28
907,2.0,130,0,0,0,0,0,29.0,2.0,94720.0,Jermaine,Baer,1,3,154
908,0.3,115,0,0,0,1,1,64.0,2.0,91711.0,Charles,Evangelista,3,40,15
909,1.67,0,0,0,0,0,1,66.0,4.0,93023.0,Lee,Garay,3,36,55
910,6.33,305,0,0,0,0,1,23.0,1.0,91709.0,Robert,Moore,1,-1,149
911,1.8,0,0,0,0,0,1,60.0,1.0,92120.0,Brian,Mchale,3,36,79
912,2.6,0,0,0,0,0,0,47.0,4.0,94538.0,James,Knox,3,21,68
913,2.6,0,0,0,0,1,0,35.0,1.0,94105.0,James,Scott,2,10,78
914,2.0,0,0,1,0,0,0,57.0,2.0,92507.0,Jose,Mixon,2,32,34
915,0.4,0,1,1,1,0,1,65.0,3.0,91711.0,William,Sanchez,1,41,195
916,8.1,303,0,0,0,1,0,53.0,1.0,94550.0,Jeanne,Armstrong,1,28,184
917,3.2,0,0,0,0,1,0,44.0,2.0,92192.0,Desiree,Simpson,1,20,85
918,8.8,0,0,0,0,1,1,45.0,2.0,90405.0,Louis,Burns,1,20,200
919,0.5,0,0,0,0,0,0,41.0,3.0,92325.0,Amelia,Chambers,3,16,64
920,2.6,0,0,1,0,0,1,51.0,1.0,91116.0,Jeffrey,Phillips,2,27,88
921,2.4,0,0,0,0,0,0,27.0,3.0,94501.0,Frankie,Young,2,1,42
922,1.6,126,0,0,0,1,1,31.0,3.0,92096.0,Jessica,Duncklee,1,5,91
923,0.3,0,0,1,1,1,0,32.0,1.0,92868.0,Lorraine,Hunt,1,6,38
924,1.5,0,0,0,0,0,0,55.0,1.0,95123.0,Anthony,Powell,2,30,28
925,0.1,0,0,1,0,0,0,55.0,4.0,91330.0,James,Watt,3,30,32
926,0.3,0,0,0,0,0,1,42.0,1.0,94720.0,Pamela,Orndorff,3,18,31
927,0.4,103,0,0,0,1,0,33.0,4.0,93940.0,Teddy,Mullins,2,9,22
928,3.7,138,1,0,0,0,1,65.0,3.0,95014.0,Valentin,Smith,2,40,95
929,1.3,0,0,0,0,1,0,35.0,4.0,90638.0,Ben,Bubier,1,10,74
930,1.5,91,0,0,0,0,1,55.0,1.0,92121.0,James,Bunda,2,30,22
931,0.1,0,0,0,0,1,0,28.0,3.0,92103.0,Jessica,Bowman,2,4,43
932,1.0,0,0,0,0,1,0,27.0,1.0,91302.0,Melanie,Pope,3,3,43
933,1.8,0,0,1,1,1,1,51.0,3.0,94720.0,Erinn,Blanton,2,27,112
934,1.0,0,0,0,0,1,0,50.0,2.0,92064.0,Pablo,Lofton,2,23,9
935,0.0,0,0,0,0,1,0,58.0,2.0,91320.0,Diane,Evans,3,33,81
936,5.7,256,0,0,0,0,1,46.0,1.0,95929.0,Richard,Mack,1,20,131
937,1.5,0,0,1,0,0,0,62.0,1.0,92109.0,Brock,Preston,3,32,19
938,0.7,0,0,1,0,1,0,38.0,3.0,92093.0,Allison,Walters,2,13,62
939,0.4,124,0,1,0,0,0,62.0,4.0,95818.0,Brian,Webb,2,37,19
940,0.3,0,0,0,0,1,1,56.0,2.0,93943.0,Paul,Moreau,1,32,8
941,4.7,203,1,0,0,1,0,61.0,1.0,94303.0,Charles,Taylor,3,36,193
942,4.4,140,1,0,0,0,0,38.0,4.0,92093.0,Kathryn,Lovick,1,13,129
943,0.7,0,0,0,0,0,1,55.0,4.0,91320.0,David,Wilson,2,29,30
944,1.8,0,0,0,0,0,0,30.0,4.0,94701.0,Howard,Silva,2,4,80
945,1.5,0,0,0,0,0,1,41.0,4.0,90503.0,Bobby,Bashore,3,15,22
946,1.5,0,0,0,0,1,0,57.0,1.0,91745.0,Harold,Frye,2,32,33
947,2.1,0,0,0,0,0,0,36.0,4.0,91355.0,Kimberly,Lindner,3,11,64
948,2.2,84,0,0,0,1,0,55.0,3.0,94305.0,Lorene,Cheshire,3,29,60
949,2.9,259,0,0,0,1,1,30.0,1.0,92037.0,Stella,Grant,3,4,81
950,0.6,204,0,0,0,1,0,40.0,3.0,94720.0,Nickolas,Mccoy,2,16,45
951,1.8,0,0,0,0,1,0,32.0,4.0,95054.0,Julia,Toevs,2,6,112
952,3.4,0,1,0,0,1,0,59.0,2.0,94105.0,Lynn,Day,3,34,83
953,7.6,524,0,0,0,0,1,44.0,2.0,93943.0,Mary,Berkowitz,1,20,180
954,0.2,0,0,1,0,1,0,51.0,4.0,92130.0,Ralph,Fountain,2,26,28
955,5.2,249,1,0,0,1,0,37.0,2.0,91107.0,Norman,Chavez,3,12,169
956,0.7,0,0,0,0,1,0,59.0,4.0,90840.0,Rochelle,Hubbard,1,35,14
957,2.0,0,0,0,0,1,0,37.0,1.0,90250.0,Donna,Johnston,1,11,43
958,0.3,0,0,0,0,1,0,56.0,2.0,94309.0,Alexander,Fitzpatrick,1,32,88
959,2.6,0,0,0,0,0,1,55.0,4.0,90747.0,Michael,Redd,3,29,78
960,0.2,163,0,0,0,0,0,49.0,1.0,94143.0,Marcos,Basye,2,24,68
961,3.3,0,0,0,0,1,1,46.0,2.0,93611.0,Kathie,Boyles,1,22,144
962,1.0,163,0,0,0,1,0,35.0,4.0,94114.0,Elizabeth,Plitt,1,9,30
963,0.0,135,0,0,0,0,0,47.0,1.0,95833.0,Richard,Schneider,1,21,120
964,0.3,0,0,0,0,0,0,39.0,2.0,94305.0,Arlene,Kirkpatrick,2,14,24
965,2.3,157,0,1,0,1,0,27.0,4.0,92037.0,Ida,Mondor,3,1,78
966,5.2,0,1,0,0,1,0,62.0,2.0,94301.0,Stephen,Mcdonald,2,36,135
967,1.6,0,0,0,0,0,0,57.0,2.0,91605.0,Ralph,Ester,3,32,44
968,3.8,0,0,0,0,1,0,55.0,4.0,92675.0,Brant,Baker,2,30,73
969,2.7,0,0,0,0,1,1,55.0,1.0,92868.0,Christopher,Green,2,31,90
970,0.5,0,0,0,0,1,0,41.0,3.0,94704.0,Raymond,Adler,3,15,58
971,3.7,236,0,0,0,1,0,57.0,2.0,94928.0,Paul,Gonzalez,1,32,75
972,1.7,231,1,0,1,1,1,43.0,3.0,92028.0,Micheal,Sunderland,3,19,174
973,1.7,174,0,0,0,0,0,40.0,2.0,92093.0,Shirley,Cornett,1,16,50
974,4.0,287,0,0,0,1,0,43.0,1.0,92703.0,Verna,Cruz,3,18,85
975,2.2,0,0,0,0,1,0,63.0,3.0,90401.0,Denise,Singley,1,38,54
976,3.4,0,1,0,0,0,0,63.0,2.0,92122.0,Mark,Johnson,1,38,83
977,0.2,0,0,1,0,0,0,54.0,4.0,94109.0,Mary,Oboyle,1,30,24
978,1.1,205,0,0,0,1,0,54.0,4.0,95134.0,John,Sibley,2,30,45
979,0.8,0,0,0,0,1,1,52.0,1.0,92068.0,Dorothy,Kanemoto,3,26,68
980,0.1,0,0,0,0,0,1,50.0,4.0,94720.0,Caroline,Sylla,3,26,48
981,1.0,0,0,0,0,1,1,38.0,1.0,92697.0,Alfred,Cornett,3,13,114
982,2.3,0,1,0,1,1,1,36.0,3.0,90064.0,Victor,Crosslin,2,12,142
983,0.5,0,0,0,0,0,1,58.0,3.0,94402.0,Pauline,Weiner,2,33,52
984,3.3,0,0,0,0,0,0,46.0,2.0,92220.0,Robert,Bramlett,1,22,142
985,0.4,0,0,0,0,0,0,50.0,1.0,92173.0,Sam,Carbajal,3,25,15
986,4.7,159,0,0,0,0,1,46.0,1.0,92120.0,Casandra,Philip,1,22,118
987,4.9,0,0,0,0,1,0,53.0,4.0,90245.0,Rebecca,Heard,1,27,101
988,2.8,0,0,0,0,1,0,62.0,2.0,94609.0,Malcolm,Glinski,1,36,84
989,1.9,100,0,0,0,0,0,63.0,1.0,94998.0,Alvin,Morgan,2,39,32
990,0.5,247,0,0,0,0,0,42.0,3.0,94607.0,Emmanuel,Martinez,3,16,64
991,3.4,0,0,0,0,1,0,34.0,4.0,94002.0,Linda,Goeltz,1,10,81
992,1.5,0,0,0,0,0,1,40.0,4.0,94025.0,Phyllis,Mosley,3,14,28
993,0.0,0,0,0,0,1,0,34.0,1.0,94608.0,James,Pahulu,1,9,93
994,3.6,0,1,0,0,0,0,41.0,1.0,91775.0,Joshua,Saunders,2,15,185
995,1.8,0,0,0,0,0,0,32.0,1.0,90650.0,Valentin,Deboard,2,8,42
996,1.6,0,0,0,0,1,1,28.0,2.0,94305.0,Jimmie,Telleria,3,3,45
997,1.67,214,0,0,0,0,0,33.0,2.0,92037.0,Dan,Wilson,2,6,49
998,2.1,0,0,0,0,0,0,46.0,3.0,92780.0,Maggie,Richardson,1,20,69
999,2.8,333,0,0,0,1,0,52.0,1.0,93106.0,Peggy,Toon,2,27,94
1000,1.5,0,0,0,0,1,1,60.0,1.0,92120.0,Alisha,Holder,2,35,18
1001,0.7,91,0,1,0,0,0,59.0,4.0,92691.0,Barbara,Pentek,1,35,8
1002,2.1,108,0,0,0,1,0,57.0,4.0,90717.0,Mickie,Zietlow,1,32,55
1003,0.4,0,0,0,0,0,0,46.0,2.0,95617.0,Alan,Prescott,3,20,85
1004,0.0,229,0,0,0,1,0,25.0,4.0,94720.0,Edward,King,1,1,62
1005,2.0,0,0,0,0,1,0,53.0,4.0,95054.0,Joey,Schreck,3,23,65
1006,0.0,0,0,1,0,1,0,38.0,2.0,95112.0,Michael,Flynn,1,12,138
1007,2.5,0,0,0,0,1,0,63.0,1.0,91103.0,Warren,Charity,1,38,103
1008,3.5,357,1,0,0,0,0,44.0,3.0,95064.0,Anna,Bowman,3,19,99
1009,7.3,0,0,0,0,1,0,50.0,1.0,92220.0,Lance,Smith,1,24,152
1010,0.9,140,0,0,0,1,0,28.0,2.0,91330.0,Edward,Mojica,3,3,25
1011,2.5,361,0,1,1,1,1,27.0,2.0,95616.0,Glennis,Nagura,1,3,98
1012,0.7,166,0,0,0,1,0,52.0,2.0,94304.0,Marilyn,Mccoy,2,27,39
1013,1.3,0,0,0,0,1,1,50.0,1.0,95820.0,Damon,Morris,2,25,40
1014,2.1,169,0,0,0,1,0,39.0,3.0,94551.0,Francisco,Jensen,1,13,58
1015,1.8,301,1,0,1,1,1,50.0,2.0,90245.0,Dawn,Ortiz,3,26,192
1016,0.8,0,0,0,0,0,0,60.0,1.0,94303.0,Anthony,Burns,2,34,62
1017,0.8,0,0,1,0,1,0,30.0,1.0,94720.0,Pamela,Pitcak,2,5,69
1018,1.3,170,0,0,0,0,0,31.0,4.0,94305.0,Adelaide,Hubbard,3,5,40
1019,0.6,127,0,0,0,0,0,39.0,2.0,90018.0,Charla,Hales,3,15,61
1020,0.3,157,0,0,0,0,0,29.0,4.0,91745.0,Valencia,Benefield,2,3,30
1021,1.5,97,0,0,0,1,0,54.0,1.0,90071.0,Reginald,Moldrem,2,29,29
1022,1.0,0,0,0,0,1,1,35.0,2.0,92612.0,Guy,Bain,2,8,41
1023,3.3,0,1,0,0,1,0,27.0,1.0,95605.0,Betty,Johnson,2,3,118
1024,7.0,366,0,0,0,1,0,45.0,1.0,94117.0,John,Maxwell,1,20,109
1025,0.2,0,1,0,1,1,0,58.0,4.0,93711.0,Charles,Gallimore,2,33,122
1026,1.5,169,0,0,0,1,0,62.0,3.0,94545.0,Billy,Garrett,1,37,50
1027,0.1,0,0,0,0,1,0,28.0,3.0,95616.0,Charles,Mathis,2,4,43
1028,4.6,0,0,1,0,0,0,32.0,1.0,94550.0,Phyllis,Murphy,1,7,108
1029,2.5,0,1,0,0,0,0,29.0,4.0,92096.0,Ruth,Gonzalez,3,4,110
1030,1.4,0,0,0,0,1,0,41.0,1.0,94720.0,James,Hoppe,3,17,20
1031,1.7,0,0,0,0,0,1,61.0,4.0,90024.0,Dong,Ray,3,35,112
1032,0.1,136,0,0,0,1,0,56.0,1.0,95403.0,Melissa,Lockett,2,32,25
1033,0.7,0,0,0,0,1,1,37.0,3.0,94720.0,Dave,Bryan,2,12,42
1034,0.3,0,0,0,0,1,0,60.0,2.0,95973.0,Diane,Leite,1,34,29
1035,2.1,134,0,1,0,1,0,49.0,3.0,90095.0,Blake,Arnold,1,23,84
1036,2.6,0,0,1,0,1,0,43.0,4.0,94720.0,Gary,Jephson,3,17,81
1037,0.9,119,0,0,0,1,1,53.0,4.0,94720.0,Catherine,Hildebrand,1,28,55
1038,2.4,0,0,1,0,1,0,35.0,1.0,93106.0,Mary,Heaton,2,11,40
1039,5.7,0,1,0,1,1,1,56.0,4.0,95831.0,Chase,Broussard,2,30,145
1040,1.1,0,1,0,0,1,0,41.0,2.0,94304.0,Robert,Smith,3,16,175
1041,1.8,163,0,0,0,0,0,36.0,4.0,91107.0,Rashad,Leachman,3,6,78
1042,1.5,0,0,0,0,0,0,56.0,4.0,92780.0,Sam,Cain,1,32,51
1043,1.67,0,0,0,0,1,0,64.0,4.0,95616.0,Brandy,Pirtle,3,34,50
1044,0.4,0,0,0,0,1,0,51.0,3.0,95630.0,Howard,Daffin,1,27,21
1045,0.2,83,0,0,0,1,1,49.0,1.0,95827.0,Jessica,Julius,2,24,79
1046,4.0,0,0,0,0,0,0,43.0,1.0,92096.0,Marie,Owens,3,18,84
1047,0.4,0,0,0,0,0,0,51.0,4.0,94105.0,Quinton,Gore,2,26,34
1048,1.6,0,0,0,0,0,0,55.0,4.0,94143.0,Janis,Wells,2,31,73
1049,0.5,0,0,0,0,1,0,62.0,3.0,95747.0,Andrew,Ford,1,37,90
1050,0.2,0,0,0,0,1,0,35.0,4.0,94501.0,Nancy,Andrews,3,10,23
1051,6.1,294,1,0,1,1,1,53.0,2.0,90095.0,Richard,Spencer,3,27,145
1052,0.2,141,0,1,0,0,0,33.0,4.0,92886.0,Victoria,Mccall,1,7,54
1053,2.2,103,0,0,0,1,1,43.0,3.0,95812.0,Victor,Pardee,2,17,49
1054,2.8,0,0,0,0,1,0,58.0,1.0,95819.0,Manuel,Jonas,2,32,51
1055,0.6,0,0,0,0,1,0,63.0,4.0,95136.0,Zulema,Weuve,2,38,8
1056,1.0,0,0,1,0,1,0,31.0,1.0,95630.0,Cheryl,Parish,1,6,62
1057,0.67,0,0,0,0,1,0,36.0,1.0,95020.0,Denise,Williams,3,6,25
1058,1.75,0,0,0,0,1,0,30.0,2.0,95503.0,Mildred,Quincel,3,0,63
1059,0.2,86,0,0,0,1,0,59.0,2.0,94105.0,Jamie,Harkins,3,34,24
1060,0.1,0,0,0,0,1,1,28.0,1.0,91203.0,Kevin,Walker,2,2,11
1061,0.1,0,0,0,0,0,1,59.0,1.0,93111.0,Bruce,Nelson,1,34,23
1062,1.4,0,0,0,0,1,0,47.0,1.0,91105.0,Perry,Christianson,3,22,33
1063,3.8,97,1,0,0,0,0,47.0,1.0,92220.0,John,Davis,1,21,83
1064,1.4,131,0,0,0,0,1,56.0,3.0,90024.0,Brandi,Brown,1,30,39
1065,6.9,0,1,0,0,1,0,41.0,3.0,95008.0,Harry,Longe,2,17,138
1066,2.5,0,0,0,0,0,1,25.0,3.0,90401.0,Lynne,James,1,1,113
1067,0.5,0,1,0,1,1,0,30.0,4.0,90016.0,Rhonda,Oktavec,3,5,125
1068,1.7,0,0,0,0,0,0,50.0,1.0,95035.0,Donald,Uttech,1,24,195
1069,1.2,0,0,1,0,0,0,34.0,3.0,90035.0,Leon,Theiler,3,9,105
1070,3.5,0,1,0,0,1,0,44.0,2.0,91203.0,Gertrude,Jenkins,1,18,75
1071,1.0,0,0,0,0,1,0,36.0,2.0,90840.0,Christine,Harvey,2,9,40
