ID,Age,Family,ZIPCode,FirstName,LastName
1127.0,32.0,2.0,95192.0,Richard,Bond
4030.0,31.0,2.0,94301.0,Mary,Bernal
4015.0,56.0,4.0,94720.0,Jillian,Kubie
4567.0,24.0,1.0,92831.0,David,Cole
4413.0,34.0,4.0,91711.0,Donald,Moret
139.0,59.0,3.0,94928.0,Diana,Hicks
2254.0,59.0,2.0,95827.0,Robert,Plitt
289.0,44.0,2.0,94306.0,Rosa,Evans
1103.0,29.0,1.0,95023.0,Susan,Flanagan
2542.0,34.0,2.0,90212.0,Natalie,Benningfield
221.0,32.0,2.0,92130.0,Edward,Howard
4023.0,35.0,4.0,94234.0,Brad,Gregory
2385.0,62.0,2.0,92028.0,Regina,Gray
2531.0,56.0,4.0,90024.0,Thomas,Raj
4886.0,54.0,2.0,92103.0,Mose,Stokes
2973.0,31.0,1.0,92182.0,Lynelle,Crenshaw
4690.0,51.0,4.0,95053.0,Graham,Andrews
4881.0,56.0,3.0,92037.0,Luz,Eagle
449.0,31.0,4.0,94588.0,Vanessa,Robinson
3207.0,33.0,2.0,91103.0,Katherine,Crain
1112.0,54.0,1.0,90071.0,Megan,Lindley
2220.0,52.0,4.0,93101.0,Sandra,Burgess
2010.0,25.0,1.0,92735.0,Victor,Mccoy
4188.0,30.0,4.0,94305.0,Edwin,Brass
747.0,62.0,4.0,95051.0,Ivan,Bradford
769.0,43.0,2.0,90024.0,Donald,Day
4280.0,39.0,2.0,94608.0,Alejandro,Herrera
2358.0,44.0,4.0,95005.0,Raymonde,Madison
1328.0,61.0,2.0,94720.0,Loretta,Valdez
2855.0,49.0,4.0,94025.0,Alma,Siefert
2868.0,59.0,3.0,90007.0,Thomas,Dubois
3519.0,60.0,2.0,95039.0,Eugene,Arreola
2072.0,52.0,1.0,94705.0,Shane,Cantu
2857.0,36.0,4.0,94704.0,Michelle,Smith
355.0,44.0,2.0,90277.0,Annie,Eddy
1713.0,44.0,1.0,92780.0,Joyce,Sutton
3044.0,47.0,3.0,91754.0,Walter,Driskell
74.0,41.0,1.0,94606.0,Martha,White
2395.0,42.0,2.0,94065.0,Martha,Barnes
4214.0,49.0,3.0,91125.0,Catherine,Felix
1266.0,32.0,2.0,95014.0,Earleen,Campbell
832.0,61.0,4.0,94066.0,Helen,Jones
1294.0,56.0,2.0,92373.0,Della,Kramarczyk
4808.0,40.0,1.0,90064.0,George,Jones
2208.0,38.0,1.0,90245.0,Monica,Edwards
1045.0,49.0,1.0,95827.0,Jessica,Julius
3084.0,40.0,4.0,90720.0,Kimberly,Phillips
2624.0,42.0,3.0,94304.0,Debra,Smith
784.0,44.0,2.0,94606.0,Joseph,Owens
983.0,58.0,3.0,94402.0,Pauline,Weiner
2842.0,37.0,4.0,94305.0,Donald,Tovar
668.0,63.0,3.0,93106.0,John,Delbosque
2850.0,45.0,2.0,94085.0,Beth,Griffin
1079.0,51.0,2.0,92709.0,Russell,Danz
3829.0,31.0,4.0,95616.0,Charles,Fowler
4475.0,66.0,3.0,95817.0,Peggy,Norris
2635.0,34.0,1.0,94303.0,Jacqueline,Dossantos
1803.0,29.0,2.0,92806.0,Charles,Crown
2447.0,25.0,4.0,93010.0,Gloria,Stewart
3540.0,56.0,1.0,91380.0,Fred,Sherrill
1797.0,57.0,2.0,92831.0,John,Shifflett
66.0,59.0,1.0,91360.0,Charlie,Beaver
1009.0,50.0,1.0,92220.0,Lance,Smith
1034.0,60.0,2.0,95973.0,Diane,Leite
914.0,57.0,2.0,92507.0,Jose,Mixon
1029.0,29.0,4.0,92096.0,Ruth,Gonzalez
3298.0,57.0,1.0,93407.0,Ronald,Shaw
1555.0,42.0,3.0,91302.0,Samuel,Taylor
3889.0,45.0,3.0,95133.0,Branden,Presley
294.0,45.0,4.0,90095.0,Molly,Kinloch
4941.0,46.0,3.0,92870.0,Pamela,Salk
865.0,28.0,1.0,94080.0,Jade,Jackson
4704.0,57.0,3.0,94025.0,Maria,Martin
4381.0,37.0,1.0,94105.0,Natalie,Johnson
3900.0,60.0,1.0,92697.0,Jose,Tomlinson
3779.0,66.0,4.0,95814.0,Grace,Shappell
1375.0,59.0,3.0,94043.0,Valerie,Bland
91.0,55.0,4.0,90277.0,Deborah,Nelson
1685.0,60.0,2.0,94028.0,Peter,Villanueva
3670.0,40.0,2.0,95616.0,Michael,England
3201.0,48.0,1.0,92122.0,Kenneth,Motley
951.0,32.0,4.0,95054.0,Julia,Toevs
1953.0,30.0,1.0,92037.0,Julie,Hayward
330.0,28.0,1.0,90064.0,Alisha,Funk
3356.0,49.0,1.0,90036.0,Rosalie,Teasley
232.0,35.0,4.0,94304.0,Marcus,Raso
1910.0,56.0,3.0,90048.0,Aida,Mcclanahan
494.0,50.0,1.0,94720.0,Walter,Williams
2562.0,31.0,1.0,94720.0,Horace,Edens
2775.0,53.0,2.0,94066.0,Greg,Fenske
4055.0,59.0,4.0,94116.0,Valerie,Albro
4387.0,53.0,1.0,94305.0,Charles,Hail
1153.0,63.0,2.0,95831.0,John,Wider
3761.0,56.0,3.0,91107.0,Eddie,Griffis
3381.0,64.0,1.0,95422.0,Alan,Schille
2174.0,34.0,1.0,93407.0,Johnny,Blakeman
1336.0,50.0,1.0,94539.0,Marion,Scott
1283.0,51.0,1.0,93955.0,David,Linton
68.0,53.0,4.0,95123.0,Darrel,Vessey
900.0,30.0,3.0,91302.0,Andrew,Sexton
309.0,32.0,2.0,94720.0,Mark,Grosvenor
2029.0,42.0,2.0,91710.0,Nancy,Bowman
2131.0,55.0,3.0,94607.0,Rex,Phillips
508.0,64.0,3.0,91380.0,Gary,Rikard
3059.0,30.0,2.0,90064.0,James,Johnson
4614.0,63.0,4.0,91361.0,Dorothy,Cameron
2240.0,55.0,4.0,95833.0,Melinda,Brown
1257.0,31.0,1.0,92115.0,Joanne,Brooks
4138.0,37.0,2.0,93943.0,Kathy,Schley
1118.0,42.0,1.0,94709.0,Troy,Hitchcock
4966.0,29.0,1.0,94709.0,Houston,Newton
4367.0,52.0,4.0,90089.0,Willie,Piper
3436.0,33.0,4.0,92037.0,Tasha,Schmitt
2110.0,47.0,1.0,93014.0,Timothy,Cano
1169.0,62.0,1.0,91706.0,Verna,Dye
1656.0,35.0,3.0,91355.0,Gary,Barrios
4113.0,34.0,3.0,95014.0,Rebecca,Cullins
2187.0,26.0,2.0,96001.0,Steve,Obrien
3606.0,61.0,2.0,92333.0,Ray,Vanhorne
4874.0,59.0,2.0,94309.0,Tara,Mcdonald
4476.0,43.0,3.0,95039.0,Charles,Magers
4553.0,50.0,1.0,92037.0,Jana,Currie
2878.0,58.0,2.0,95817.0,Ann,Browne
117.0,54.0,1.0,92831.0,Barry,Jagers
3041.0,28.0,3.0,95814.0,Penny,Barrera
188.0,46.0,3.0,94305.0,Dorothy,Brown
1072.0,39.0,3.0,94005.0,Maria,Keene
3931.0,53.0,1.0,95605.0,William,Preciado
1293.0,56.0,4.0,94610.0,Patrick,Moore
3444.0,44.0,1.0,90639.0,Audrey,Kent
1080.0,54.0,2.0,94591.0,Janice,Lowe
568.0,34.0,3.0,95112.0,Rebecca,Ashton
847.0,51.0,1.0,92154.0,Katie,Holland
422.0,28.0,4.0,92333.0,Annie,Pinard
3435.0,56.0,2.0,95521.0,Tomas,Parrino
3917.0,50.0,1.0,92121.0,Alta,Limon
2198.0,60.0,1.0,94102.0,Clifford,Allen
4642.0,36.0,4.0,94022.0,Deetta,Rogers
4715.0,27.0,3.0,90291.0,Kerry,King
4950.0,29.0,4.0,94114.0,Gloria,Roseberry
4210.0,35.0,2.0,91125.0,Alicia,Foster
2162.0,52.0,4.0,94131.0,Constance,Belanger
3817.0,55.0,3.0,94904.0,William,Garcia
634.0,61.0,1.0,94583.0,Jacqueline,Medina
2835.0,40.0,1.0,90033.0,Annie,Parker
4882.0,57.0,2.0,92346.0,Kerry,Doney
4870.0,63.0,3.0,92121.0,Ignacio,Wilson
633.0,57.0,4.0,94720.0,Paul,Britton
4901.0,26.0,4.0,90028.0,Thomas,Barger
3832.0,37.0,2.0,90089.0,Zelma,Juliano
4799.0,44.0,3.0,91604.0,George,Jones
2118.0,31.0,3.0,91380.0,Beverly,Card
2705.0,38.0,2.0,91710.0,Christine,Rath
3096.0,49.0,1.0,94109.0,Shawn,Reid
1146.0,32.0,2.0,92101.0,Marion,Williams
1303.0,42.0,3.0,94087.0,Ashley,Rogers
484.0,29.0,3.0,90095.0,Rachel,Cole
2613.0,50.0,4.0,95138.0,Wilburn,Cote
1048.0,55.0,4.0,94143.0,Janis,Wells
3673.0,38.0,3.0,91320.0,William,Smith
2615.0,35.0,4.0,92093.0,Tyler,Wessner
310.0,62.0,1.0,95929.0,Donna,Bryant
570.0,40.0,3.0,95136.0,Robert,Vassel
3730.0,43.0,3.0,94040.0,Georgia,Wollschlager
2545.0,58.0,1.0,95039.0,Meghan,Burns
41.0,57.0,3.0,92672.0,Ashley,Cardillo
3505.0,46.0,4.0,95370.0,Donald,Dziuk
1081.0,47.0,4.0,90717.0,Chris,Shaefer
4647.0,38.0,2.0,94545.0,Matthew,Alday
3672.0,50.0,1.0,93106.0,Sarah,Joseph
3502.0,65.0,4.0,91380.0,William,Soza
3850.0,42.0,1.0,92653.0,Franklin,Bishop
2540.0,32.0,1.0,95929.0,Charles,Bailey
2536.0,50.0,2.0,90274.0,Debra,Esterbrook
1652.0,62.0,2.0,94301.0,Michael,Ramos
994.0,41.0,1.0,91775.0,Joshua,Saunders
445.0,64.0,2.0,93106.0,Mildred,Bunning
2052.0,34.0,4.0,90018.0,Christopher,Willis
3221.0,61.0,2.0,93302.0,Dennis,Mcnutt
613.0,65.0,1.0,90095.0,Jannie,Manzone
1063.0,47.0,1.0,92220.0,John,Davis
1895.0,51.0,4.0,94303.0,Dawn,Worrell
3469.0,43.0,2.0,93933.0,Nereida,Williams
4502.0,59.0,3.0,94132.0,Paulette,Roy
3077.0,29.0,2.0,92672.0,Steven,Blanchard
1695.0,48.0,4.0,94025.0,Penny,Beegle
2004.0,44.0,1.0,90277.0,Florence,Chavez
1037.0,53.0,4.0,94720.0,Catherine,Hildebrand
3487.0,25.0,4.0,92806.0,Henry,Brown
4532.0,31.0,1.0,94025.0,Tamra,Henderson
222.0,45.0,2.0,95051.0,Aurelio,Littlejohn
2654.0,30.0,2.0,94555.0,Laura,Stewart
3833.0,62.0,2.0,90230.0,Robert,Susanin
1317.0,28.0,2.0,94086.0,Mary,Craft
4692.0,41.0,3.0,90024.0,Margaret,Calnick
622.0,41.0,2.0,91125.0,Theresa,Blair
4469.0,67.0,3.0,94117.0,Tara,Melville
2456.0,34.0,4.0,94720.0,Inez,Garcia
3147.0,26.0,4.0,91910.0,Lamar,Williams
1017.0,30.0,1.0,94720.0,Pamela,Pitcak
1916.0,37.0,3.0,91911.0,Patricia,Goodman
1129.0,30.0,2.0,94025.0,Leonardo,Hutchinson
1873.0,43.0,3.0,94402.0,Nellie,Habbyshaw
3032.0,51.0,1.0,90212.0,Leah,Kelley
3892.0,65.0,3.0,94701.0,Roy,Bohannon
1943.0,61.0,2.0,90210.0,Robert,Morris
61.0,49.0,3.0,90404.0,Pauline,Bermudez
4657.0,47.0,3.0,91101.0,Arthur,Wilson
4114.0,28.0,3.0,93118.0,Margaret,Pertsovsky
970.0,41.0,3.0,94704.0,Raymond,Adler
2804.0,43.0,1.0,92831.0,Elizabeth,Keever
4580.0,58.0,1.0,94305.0,William,Blackford
2205.0,63.0,2.0,94704.0,Sharon,Delagarza
3492.0,51.0,2.0,92697.0,Alexander,Lauzon
2919.0,28.0,1.0,93727.0,Chris,Diaz
4301.0,61.0,2.0,95973.0,Samuel,Dimartino
3279.0,31.0,1.0,94571.0,Lenora,Hopkins
1254.0,57.0,4.0,92346.0,Shelia,Clement
235.0,26.0,1.0,95616.0,Elizabeth,Hodges
726.0,39.0,2.0,92037.0,Megan,Camacho
3953.0,61.0,2.0,94611.0,Holly,Goad
866.0,60.0,3.0,92037.0,Mary,Wilkes
1604.0,36.0,1.0,92152.0,James,Frazier
1529.0,34.0,1.0,94550.0,Neil,Ince
140.0,59.0,1.0,93305.0,Donald,Hayes
4385.0,45.0,3.0,92717.0,Sandra,Newsome
4813.0,29.0,4.0,92126.0,Debra,Carson
1463.0,47.0,4.0,95207.0,Randall,Moore
2357.0,31.0,4.0,92064.0,Donald,Chadbourne
3901.0,51.0,3.0,92834.0,Jeffrey,Mills
623.0,41.0,2.0,93555.0,Wayne,Gunter
1275.0,62.0,4.0,93117.0,Peter,Mcgee
1978.0,41.0,3.0,94303.0,Laura,Hallman
329.0,60.0,3.0,94110.0,Sharon,Dix
1459.0,51.0,1.0,93033.0,Amy,Fulker
4405.0,29.0,1.0,94301.0,Jenny,Deegan
2537.0,51.0,1.0,94949.0,Darryl,Martinez
2645.0,40.0,2.0,94061.0,Marsha,Treadwell
1831.0,38.0,2.0,94571.0,Kelly,Ryder
2226.0,54.0,4.0,90505.0,Randal,Leonard
642.0,35.0,2.0,95060.0,Robert,Rocker
1012.0,52.0,2.0,94304.0,Marilyn,Mccoy
1712.0,27.0,1.0,95819.0,Matthew,Stokes
59.0,28.0,2.0,94065.0,Thomas,Hudson
1702.0,29.0,4.0,94304.0,Ryan,Yohe
750.0,58.0,4.0,92008.0,Ryan,Champagne
4189.0,30.0,4.0,90041.0,Thomas,Robinson
4991.0,55.0,4.0,95023.0,Gary,Martel
4825.0,32.0,3.0,96001.0,Edward,Shapiro
1217.0,50.0,1.0,91107.0,Louis,Clark
335.0,48.0,1.0,95053.0,Bibi,Hicks
3427.0,31.0,2.0,90025.0,Clarence,Olson
4039.0,55.0,3.0,91367.0,Leona,Harrison
3545.0,45.0,3.0,92037.0,Charles,Middleton
958.0,56.0,2.0,94309.0,Alexander,Fitzpatrick
2306.0,32.0,2.0,92009.0,Betty,Lipton
2316.0,52.0,2.0,95818.0,William,Jones
4338.0,26.0,2.0,93010.0,Elizabeth,Thomas
1570.0,51.0,3.0,94305.0,Shannon,Alonso
4945.0,49.0,3.0,92093.0,Andres,Dominguez
318.0,40.0,2.0,91335.0,Gerald,Murphy
2169.0,55.0,4.0,93063.0,Tami,Morales
3991.0,57.0,2.0,95014.0,Willie,Sircy
3226.0,52.0,4.0,95064.0,Jerry,Reeves
3267.0,57.0,1.0,92821.0,Brittany,Megginson
4410.0,43.0,4.0,91765.0,Justin,Corda
3617.0,41.0,1.0,92507.0,Naomi,Doran
1575.0,62.0,3.0,92106.0,Edward,Stephens
3304.0,55.0,2.0,94539.0,Joseph,Srinvasan
4351.0,64.0,4.0,95134.0,Brenda,Wilson
705.0,56.0,1.0,94065.0,Kimberly,Imes
421.0,47.0,4.0,93105.0,Jessica,Dumas
2289.0,35.0,3.0,94706.0,Peter,Wisdom
2200.0,49.0,1.0,91016.0,Jeanmarie,Kerns
2795.0,52.0,4.0,94550.0,William,Offerdahl
4141.0,63.0,1.0,94015.0,Misti,Schoolfield
3839.0,37.0,2.0,94501.0,Robert,Mcelroy
3203.0,30.0,2.0,92173.0,Samuel,Wong
4902.0,26.0,3.0,96094.0,Laura,Kagawa
949.0,30.0,1.0,92037.0,Stella,Grant
4134.0,41.0,1.0,94720.0,Roger,Gailey
3775.0,51.0,4.0,92521.0,Tracy,Gallo
2095.0,57.0,3.0,90024.0,Tina,Adams
4086.0,28.0,3.0,94609.0,Rose,Mashburn
2077.0,49.0,1.0,91030.0,Stephanie,Young
3102.0,55.0,2.0,93555.0,Richard,Dobson
2839.0,30.0,3.0,94542.0,Lillian,Otero
28.0,46.0,1.0,90064.0,Charles,Shy
2161.0,43.0,3.0,93933.0,Sharon,Allen
4965.0,53.0,1.0,90245.0,Naomi,Higgins
2066.0,29.0,3.0,92354.0,Myrtle,Houser
4837.0,54.0,3.0,93943.0,Edward,Zepp
3639.0,47.0,4.0,92866.0,Shirley,Terman
4174.0,35.0,2.0,93943.0,John,Lean
520.0,34.0,1.0,95616.0,Julee,Hatfield
3406.0,55.0,2.0,94061.0,Leona,Smith
3749.0,33.0,1.0,94025.0,Robert,Ardoin
4764.0,51.0,1.0,95051.0,Ronald,Bassett
1018.0,31.0,4.0,94305.0,Adelaide,Hubbard
3411.0,36.0,4.0,90230.0,Ann,Smith
300.0,41.0,1.0,90057.0,Krystal,Siegal
2507.0,66.0,1.0,94590.0,Alice,Aguiniga
4529.0,48.0,1.0,94086.0,Ronald,Arvin
2201.0,50.0,2.0,90095.0,Jessie,Martinez
2862.0,42.0,4.0,92677.0,Christina,Vanmeter
1195.0,29.0,4.0,94305.0,Ryan,Ginther
1215.0,61.0,4.0,92521.0,Ethel,Coleman
435.0,30.0,1.0,95819.0,Donna,Moher
1540.0,29.0,3.0,90601.0,Joseph,Dronet
1789.0,38.0,4.0,91116.0,Raymond,Nies
2670.0,43.0,2.0,91902.0,Monica,Snowden
1653.0,48.0,4.0,92626.0,Kaitlin,Ketterman
785.0,48.0,2.0,94115.0,Yvonne,Hufford
546.0,43.0,4.0,94303.0,Rebecca,Coffey
4162.0,32.0,3.0,94703.0,Anna,Roach
4828.0,30.0,1.0,91203.0,Valerie,Harvey
2300.0,62.0,3.0,94583.0,Jeremy,Sanders
217.0,27.0,2.0,95521.0,Edward,Wehunt
4727.0,34.0,1.0,95039.0,Caroline,Martin
1591.0,49.0,4.0,95819.0,Steven,Stindt
959.0,55.0,4.0,90747.0,Michael,Redd
4312.0,32.0,3.0,90034.0,Joshua,Christmas
614.0,60.0,1.0,94904.0,Phyllis,Griffin
1252.0,39.0,2.0,95120.0,Nancy,Jordan
4669.0,40.0,3.0,94025.0,Barbara,Yannone
4074.0,51.0,1.0,92120.0,Joelle,Gipson
4871.0,55.0,2.0,94040.0,John,Blair
2714.0,44.0,1.0,92028.0,Joseph,Pope
527.0,26.0,1.0,93106.0,Jesse,Hicks
691.0,59.0,2.0,94115.0,Sandra,Wong
4980.0,50.0,1.0,90740.0,Shawn,Gann
708.0,47.0,3.0,95064.0,Laura,Archer
1546.0,55.0,2.0,92675.0,Karen,Herman
204.0,58.0,4.0,95747.0,Lawrence,Bearden
3532.0,38.0,3.0,94542.0,Lois,Robert
3651.0,47.0,2.0,91604.0,Kelly,Carlson
2117.0,44.0,3.0,94920.0,Jeremy,Walker
2957.0,62.0,4.0,91125.0,Martha,Hood
14.0,59.0,4.0,94920.0,Joan,Melendez
3372.0,44.0,3.0,95351.0,Katrice,Spencer
1596.0,56.0,3.0,94305.0,Juan,Saxton
4429.0,51.0,4.0,95818.0,Fredrick,Quigley
1422.0,42.0,4.0,94720.0,Angeline,Hayes
3560.0,51.0,1.0,94065.0,James,Gonzalez
2891.0,48.0,4.0,94304.0,Jannie,Franqui
1064.0,56.0,3.0,90024.0,Brandi,Brown
4586.0,35.0,1.0,94010.0,Florence,Ross
4118.0,39.0,4.0,92037.0,Jennifer,Ruch
505.0,40.0,3.0,94720.0,Sue,Tolliver
3008.0,63.0,1.0,91711.0,Harold,Murrell
1350.0,26.0,3.0,93943.0,Veronica,Thurman
459.0,48.0,1.0,95841.0,Bonnie,Reyes
3814.0,62.0,3.0,91343.0,Ricky,Melton
1676.0,60.0,2.0,90266.0,Vernon,Kirby
1801.0,57.0,3.0,94080.0,Carol,Jenkins
4390.0,58.0,1.0,90057.0,Jessica,Leslie
1710.0,58.0,2.0,93555.0,Robert,Freeman
4416.0,60.0,2.0,90245.0,Rhonda,Livingston
2917.0,46.0,1.0,92037.0,Vivian,Waldeck
1233.0,43.0,4.0,92646.0,Vincent,Cordoba
244.0,65.0,3.0,90095.0,Ethel,Haig
1802.0,35.0,1.0,92121.0,Margaret,Gibson
648.0,62.0,4.0,95064.0,Mary,Rand
2604.0,53.0,1.0,90049.0,Joseph,Goodwin
4108.0,47.0,1.0,94123.0,Derek,Williams
89.0,65.0,2.0,94117.0,Deborah,Girard
1688.0,63.0,3.0,90025.0,Betty,Maciejewski
312.0,52.0,1.0,94550.0,Veronique,Khouri
4421.0,62.0,1.0,92130.0,Elwood,Skinner
3439.0,43.0,1.0,94806.0,Grant,Purington
906.0,46.0,1.0,94720.0,Devin,Summers
4521.0,32.0,4.0,94706.0,Chris,Baldwin
4964.0,32.0,2.0,95054.0,Jennifer,Carvajal
2225.0,38.0,2.0,92084.0,Yvonne,Haas
2140.0,57.0,1.0,91768.0,Michele,Torres
580.0,57.0,1.0,93524.0,Dora,Mann
2202.0,41.0,2.0,92009.0,Joanne,Miller
2165.0,27.0,2.0,92007.0,Kenneth,Nasers
4934.0,47.0,1.0,92029.0,So,Cordero
4406.0,61.0,2.0,91320.0,Arthur,Schrunk
4662.0,43.0,1.0,95039.0,Kathryn,Berczel
239.0,57.0,3.0,95831.0,Gayle,Varner
370.0,31.0,2.0,95051.0,Althea,Lindsay
630.0,45.0,4.0,91711.0,Callie,Neri
4552.0,27.0,4.0,91330.0,David,Billiot
3143.0,34.0,4.0,95051.0,Kent,Lewis
932.0,27.0,1.0,91302.0,Melanie,Pope
2599.0,46.0,1.0,94005.0,Alicia,Hartzell
2282.0,57.0,3.0,95039.0,Christine,Poe
1675.0,37.0,2.0,95814.0,Paul,Walters
3973.0,29.0,2.0,94998.0,Kina,Armitage
4112.0,43.0,3.0,95351.0,Lillian,Gustafson
4358.0,39.0,4.0,93302.0,Wesley,Read
4166.0,63.0,2.0,91768.0,Charles,Mckinney
203.0,30.0,4.0,94306.0,Jack,Boswell
4616.0,37.0,4.0,93943.0,Shirley,Godfrey
4048.0,43.0,1.0,94114.0,John,Strong
1759.0,40.0,2.0,96003.0,Adam,Dashner
1449.0,41.0,3.0,92122.0,Jeff,Albright
3641.0,64.0,4.0,95821.0,April,Reaves
3312.0,49.0,1.0,95819.0,Jason,Jones
3995.0,42.0,4.0,92675.0,David,Barrington
2399.0,53.0,2.0,95053.0,Kayla,Korn
786.0,46.0,2.0,94122.0,Joshua,Campbell
1918.0,62.0,4.0,96001.0,Rebecca,Yazzie
2918.0,55.0,3.0,94305.0,Edna,Paige
1818.0,36.0,4.0,94604.0,Hannah,Derr
1371.0,30.0,4.0,94545.0,Jose,Blaski
2148.0,27.0,4.0,92007.0,Fred,Gamble
4095.0,53.0,4.0,95616.0,Ruby,Hackney
3295.0,42.0,3.0,93611.0,David,Adams
2413.0,61.0,4.0,93118.0,Carol,Tracy
710.0,29.0,4.0,95841.0,Elizabeth,Parker
1554.0,46.0,3.0,95616.0,Dale,Grantham
2564.0,39.0,1.0,90401.0,Nicole,Knapp
960.0,49.0,1.0,94143.0,Marcos,Basye
2064.0,56.0,2.0,94080.0,Rosa,Mcrae
4507.0,39.0,1.0,92037.0,Lucas,Tolentino
254.0,47.0,1.0,94583.0,Joyce,Eiche
3342.0,35.0,2.0,91125.0,William,Carpenter
3597.0,44.0,1.0,94720.0,Robert,Pearson
2377.0,58.0,3.0,91768.0,John,Gilbert
3710.0,37.0,4.0,92521.0,Russell,Farmer
352.0,28.0,4.0,92182.0,Nancy,Best
2327.0,45.0,4.0,94086.0,Myrtle,Quillen
1776.0,46.0,1.0,91360.0,Carmelo,Garand
3561.0,31.0,4.0,94591.0,David,Hulsey
3182.0,39.0,1.0,95827.0,Sarah,Malkin
1876.0,27.0,3.0,90066.0,Frank,Brede
1265.0,58.0,2.0,94546.0,Frank,Stadler
665.0,54.0,1.0,95126.0,William,Langton
2550.0,41.0,1.0,95060.0,Bridget,Merk
4020.0,62.0,3.0,95020.0,John,Brown
2887.0,50.0,1.0,93940.0,Robbie,Scott
2682.0,37.0,2.0,94609.0,Connie,Quinn
1114.0,28.0,3.0,90630.0,Beth,Batson
1455.0,51.0,1.0,90024.0,Beatrice,Meyer
1469.0,45.0,3.0,92129.0,Barbara,Button
2728.0,45.0,1.0,90840.0,Pat,Howard
1766.0,26.0,2.0,95051.0,Andres,Clemons
2713.0,31.0,1.0,91320.0,Brett,Grillo
1989.0,52.0,1.0,91301.0,Barbara,Frank
2816.0,26.0,3.0,94019.0,Louise,Mcduffie
2627.0,53.0,2.0,92038.0,Rhonda,Huggins
4379.0,38.0,4.0,91768.0,Virginia,Castillo
2028.0,38.0,2.0,94596.0,Maxine,Emerson
2783.0,47.0,1.0,92691.0,Jannie,Sherman
1902.0,43.0,2.0,94305.0,Robert,Moistner
1860.0,67.0,2.0,91741.0,Ricky,Perez
3751.0,57.0,3.0,90266.0,Maya,Luster
2609.0,61.0,2.0,94024.0,Rosa,Quintero
4382.0,33.0,4.0,94542.0,Ronald,Walsh
2760.0,59.0,3.0,95617.0,Virginia,Adams
4683.0,55.0,3.0,92093.0,Kenneth,Covey
427.0,42.0,3.0,92182.0,Marc,Swoope
1270.0,36.0,4.0,92673.0,Geneva,Webb
1094.0,27.0,3.0,94550.0,Mary,Roy
738.0,64.0,2.0,94709.0,Jacqueline,Norton
2791.0,47.0,1.0,95821.0,Zelma,Gadsen
29.0,56.0,1.0,94539.0,Eric,Williams
3418.0,39.0,3.0,90024.0,David,Gulledge
3263.0,44.0,2.0,90024.0,Paula,Nicks
136.0,58.0,4.0,93010.0,Marc,Worthing
3211.0,43.0,2.0,94301.0,Robert,Parker
3717.0,55.0,3.0,91773.0,Esther,Boling
1778.0,52.0,2.0,93117.0,Kurt,Lopez
688.0,48.0,2.0,92120.0,Jason,Rameriez
486.0,60.0,1.0,95014.0,Angela,Robinson
3120.0,61.0,3.0,91320.0,Phyllis,Remus
2824.0,33.0,1.0,90095.0,Carol,Atkins
1177.0,29.0,4.0,90049.0,Patrick,Devane
423.0,46.0,2.0,91380.0,Vernon,Todd
2796.0,51.0,1.0,92407.0,Patricia,Amari
3838.0,44.0,4.0,92350.0,Ernesto,Gomez
3385.0,36.0,1.0,94583.0,Sean,Chandler
3853.0,33.0,1.0,92152.0,Donna,Walker
80.0,50.0,2.0,94720.0,Rafael,Ortega
2397.0,34.0,1.0,95014.0,Elsie,Rice
1333.0,31.0,1.0,94309.0,Evangelina,Rhodes
4831.0,37.0,4.0,95616.0,Larry,Hayden
2647.0,45.0,3.0,92007.0,Gregory,Trotter
3275.0,31.0,2.0,92123.0,Thomas,Owens
4314.0,52.0,1.0,94596.0,Thomas,Obrien
3242.0,41.0,1.0,94305.0,Mitzi,Battle
3681.0,36.0,3.0,90064.0,Peggy,South
4793.0,36.0,4.0,90840.0,Donna,Broyles
3563.0,32.0,1.0,94596.0,Ricky,Branham
2772.0,41.0,1.0,92333.0,Cassandra,Devenport
96.0,38.0,4.0,95617.0,Ruth,Follick
4843.0,49.0,3.0,95449.0,Mary,Bean
4801.0,33.0,1.0,94028.0,Michael,Graves
2882.0,49.0,4.0,92103.0,Charlotte,Kessler
1453.0,54.0,4.0,94102.0,Paul,Stratton
1654.0,26.0,2.0,96651.0,Ashley,Briggs
5000.0,28.0,3.0,92612.0,Keith,Hair
3331.0,34.0,4.0,95054.0,Silas,Clark
933.0,51.0,3.0,94720.0,Erinn,Blanton
3657.0,35.0,4.0,95014.0,Richard,Brown
483.0,56.0,1.0,94022.0,Consuelo,Benson
4554.0,50.0,2.0,92093.0,Richard,Stone
1826.0,56.0,1.0,94720.0,Melanie,Rossman
1983.0,58.0,3.0,94701.0,Bethany,Rafferty
964.0,39.0,2.0,94305.0,Arlene,Kirkpatrick
4425.0,35.0,1.0,93943.0,Michael,Leonhart
3787.0,54.0,1.0,91301.0,John,Romanick
1900.0,59.0,1.0,94115.0,Sabrina,Mata
1549.0,57.0,4.0,92037.0,Robert,Ratliff
3005.0,33.0,3.0,94583.0,James,Young
2616.0,57.0,4.0,94542.0,Jeffrey,Surface
3962.0,48.0,1.0,95482.0,Patrick,Avis
2995.0,50.0,1.0,94025.0,Renate,Mabry
1937.0,50.0,3.0,90291.0,Megan,York
4537.0,62.0,3.0,92354.0,Norma,Fletcher
853.0,33.0,1.0,92064.0,Phillip,Sprague
